#-------------------------------------------
# Food Diary Report - Detailed Report,"lunedì, agosto 1, 2022","mercoledì, agosto 31, 2022"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2258,"78,34","243,98","146,67"
Colazione,438,"11,04","47,86","36,12"
Pranzo,947,"35,64","109,39","47,74"
Cena,620,"22,66","61,49","43,4"
Snacks/Altro,253,"9,01","25,24","19,4"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)
  Piselli Cotti,212,"5,15","0,96","31,84","11,1","12,03","10,88",517,0,550
   210 g
  Carciofi Bolliti,99,"1,1","0,257","20,2","10,1","1,83","6,84",117,0,581
   220 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
 Snacks/Altro,582,"32,88","22,37","13,6",0,"2,32","62,21","1285,85",,
  Murgella Stracciatella di Burrata ,276,"26,5","19,08",0,,"1,32","9,33","0,85",,
   106 g
  Rio Mare Filetti di Tonno Lavorati a Mano,131,"1,08","0,29",0,0,0,"30,38",1274,,
   98 g
  Lidl Barretta Proteica Fragola e Cacao,175,"5,3",3,"13,6",0,1,"22,5",11,,
"   1 barretta, 45 g"

"mercoledì, agosto 3, 2022",2373,"104,08","36,475","178,91","20,5","42,02","174,97","6574,56",453,1925
 Colazione,455,"11,68","3,889","44,98","4,92","26,16","44,13","578,48",0,411
  Foodspring Protein Cream Nocciola,47,"3,33","0,64","2,97",,"0,67","1,89","7,2",,
   9 g
  Certossa Pan Bauletto 8 Cereali e Soia,63,"1,17","0,16","10,12","1,1","0,92","2,53","0,28",,
   23 g
  Fichi,73,"0,29","0,059","18,8","2,8","15,93","0,74",1,0,227
   98 g
  Conad Semi di Zucca,36,"2,94","0,51","0,49","0,39","0,08","1,8","9,6",,
   6 g
  Lidl Albume d'uovo Pastorizzato,49,0,0,"1,04",0,0,"11,27","193,2",,184
   115 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Latteria Latte Fresco Parzialmente Scremato,69,"2,3","1,44","7,06",,"7,06","4,9","187,2",,
   144 g
 Pranzo,597,"30,6","10,401","50,13","12,68","9,82","32,05","1675,08",0,534
  Piselli Cotti,146,"3,55","0,663","21,98","7,7","8,31","7,51",357,0,380
   145 g
  Carciofi,19,"0,06","0,015","4,31","2,2",,"1,34",39,0,152
   41 g
  Olive Nere,21,"1,91","0,253","1,21","0,6",0,"0,18",176,0,2
   20 g
  Selex Salmone Affumicato Norvegese,127,"7,92","1,06",0,0,0,"13,86",924,,
   66 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Sabelli Stracciatella di Burrata,149,"13,64","8,06","0,87",,"0,87","5,64","178,56",,
   62 g
 Cena,1199,"57,3","21,485","70,8","1,1","1,04","92,39",4277,453,980
  Polpette con il Sugo,866,"56,24","21,237","1,19",0,"0,92","82,62",3930,453,980
   458 g
  Riso Basmati (Cotto),333,"1,06","0,248","69,61","1,1","0,12","9,77",347,0,
   276 g
 Snacks/Altro,122,"4,5","0,7",13,"1,8",5,"6,4",44,,
  Kellogg's Special K Protein Barretta con Ribes Nero e Semi di Zucca,122,"4,5","0,7",13,"1,8",5,"6,4",44,,
"   1 barretta, 28 g"

"giovedì, agosto 4, 2022",2022,"60,5","31,242","233,18","45,03","59,64","134,85","3667,61",20,1782
 Colazione,542,"10,59","3,491","67,27","13,03","35,66","42,46","569,9",0,679
  Meloni Gialli,61,"0,24","0,065","15,45","1,4","13,8","0,92",31,0,388
   170 g
  Fichi,44,"0,18","0,036","11,51","1,7","9,76","0,45",1,0,139
   60 g
  Crownfield Honey Muesli,206,"6,1","0,8","27,55","9,3","3,2","5,65",2,,
   50 g
  Lidl Albume d'uovo Pastorizzato,41,0,0,"0,86",0,0,"9,31","159,6",,152
   95 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Latteria Latte Fresco Parzialmente Scremato,72,"2,42","1,51","7,4",,"7,4","5,13","196,3",,
   151 g
 Pranzo,967,"31,16","19,741","109,14","5,6","18,7","61,26","1319,71",20,344
  Deluxe Burrata con Latte di Bufala,237,"20,16","14,11","1,26",,"1,26","12,6",756,,
   84 g
  Meloni Gialli,50,"0,19","0,052","12,54","1,1","11,21","0,75",25,0,315
   138 g
  Parmigiano (Grattugiato),99,"6,58","3,979","0,93",0,"0,21","8,85",352,20,29
   23 g
  Voiello Linguine,463,"2,58","0,52","89,91","3,87","4,52","18,06","6,71",,
   129 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
 Cena,513,"18,75","8,01","56,77","26,4","5,28","31,13",1778,0,759
  Land Scamorza,118,9,"6,75","0,22",0,"0,22",9,450,,
   45 g
  Zuppa di Lenticchie,395,"9,75","1,26","56,55","26,4","5,06","22,13",1328,0,759
   527 g
 Snacks/Altro,,,,,,,,,,

"venerdì, agosto 5, 2022",1150,"37,29","10,856","114,47","21,89","40,37","82,92","1570,2",0,255
 Colazione,640,"20,69","5,63","65,31","15,88","18,54","40,83","478,68",,
  Foodspring Protein Cream Nocciola,78,"5,55","1,06","4,95",,"1,11","3,15",12,,
   15 g
  Crownfield Honey Muesli,339,10,"1,31","45,18","15,25","5,25","9,27","3,28",,
   82 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Latteria Latte Fresco Parzialmente Scremato,105,"3,49","2,18","10,68",,"10,68","7,41","283,4",,
   218 g
 Pranzo,510,"16,6","5,226","49,16","6,01","21,83","42,09","1091,52",0,255
  Decathlon Whey Protein ,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Fichi,81,"0,33","0,066","21,1","3,2","17,89","0,82",1,0,255
   110 g
  Milbona Formaggio con Skyr,70,"4,5","2,85","1,8",,"1,8","5,2",140,,
   50 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Selex Salmone Affumicato Norvegese,106,"6,6","0,88",0,0,0,"11,55",770,,
   55 g
 Cena,,,,,,,,,,
 Snacks/Altro,,,,,,,,,,

"lunedì, agosto 8, 2022",2058,"92,47","37,865","185,42","18,85","29,31","126,73",2180,95,700
 Colazione,,,,,,,,,,
 Pranzo,879,"39,99","17,826","71,24","8,4","9,68","55,96",548,0,237
  Selex Scamorza Bianca,199,"15,18","10,49","0,34",0,"0,07","15,18",276,,
   69 g
  Pomodori,18,"0,2","0,046","3,92","1,2","2,63","0,88",5,0,237
   100 g
  Lidl Uova XL da Galline Allevate a Terra,250,"16,96","6,24","0,98",,"0,98","23,4","265,2",,
   195 g
  Certossa Pan Bauletto 8 Cereali e Soia,412,"7,65","1,05",66,"7,2",6,"16,5","1,8",,
   150 g
 Cena,859,"34,41","15,451","95,96","8,3","17,72","42,63",1386,95,337
  Meloni Gialli,53,"0,21","0,056","13,45","1,2","12,02","0,8",27,0,337
   148 g
  Patata Bollita,248,"0,28","0,074","57,37","5,1","2,48","5,33",11,0,
   285 g
  Zucchine Ripiene,558,"33,92","15,321","25,14",2,"3,22","36,5",1348,95,
   200 g
 Snacks/Altro,320,"18,07","4,588","18,22","2,15","1,91","28,14",246,0,126
  Lidl Barretta Proteica Vaniglia Yogurt,170,"5,2",3,"14,1",,"0,9","22,5",230,,
"   1 barretta, 45 g"
  Nocciole,50,"4,86","0,357","1,34","0,8","0,35","1,2",0,0,54
   8 g
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi
  Conad Semi di Zucca,61,"4,9","0,85","0,82","0,65","0,13",3,16,,
   10 g

"martedì, agosto 9, 2022",2079,"70,28","25,631","248,88","21,11","89,32","123,34","1812,46","634,13","2401,87"
 Colazione,,,,,,,,,,
 Pranzo,1156,"36,41","13,506","167,75","7,98","47,78","40,53",777,61,712
  Crostata alla Marmellata,210,"5,28","3,197","38,79","0,8","20,34","1,91",72,24,
   60 g
  Meloni Gialli,93,"0,36","0,098","23,54","2,1","21,03","1,4",47,0,591
   259 g
  Pesto,246,"23,02","5,965","2,33","0,7","0,37","8,32",322,18,93
   46 g
  Parmigiano (Grattugiato),95,"6,29","3,806","0,89",0,"0,2","8,46",336,19,28
   22 g
  La Molisana Farfalle Rigate,512,"1,46","0,44","102,2","4,38","5,84","20,44",0,,
   146 g
 Cena,552,"27,49","8,333","40,99","9,9","27,21","38,22","851,96","573,13","1331,87"
  Fichi,86,"0,35","0,07","22,25","3,4","18,86","0,87",1,0,269
   116 g
  Carote Cotte,120,"5,53","1,044","17,82","6,5","7,43","1,65",682,0,506
   223 g
  Nixe Filetti di Sgombro Grigliati al Naturale,170,"9,68","3,5",0,0,0,"20,6","0,96","65,13","395,87"
   103 g
  Uovo,176,"11,93","3,719","0,92",0,"0,92","15,1",168,508,161
   120 g
 Snacks/Altro,371,"6,38","3,792","40,14","3,23","14,33","44,59","183,5",0,358
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Lidl Barretta Proteica Brownie al Cioccolato,164,"4,4","2,6","12,8",,"0,6","22,5","2,5",,
"   1 porzione, 45 g"

"mercoledì, agosto 10, 2022",1767,"49,81","27,463","194,17","19,17","99,04","137,71","2164,25",392,2517
 Colazione,644,"12,51","7,733","106,05","6,33","63,48","30,56","352,4",36,494
  Crostata alla Marmellata,319,8,"4,848","58,83","1,2","30,85","2,89",110,36,
   91 g
  Fichi,57,"0,23","0,046","14,77","2,2","12,52","0,58",1,0,179
   77 g
  Esselunga Latte Parzialmente Scremato,72,"2,34","1,66","7,85",0,"7,85","5,13","60,4",,
   151 ml
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Banana,78,"0,29","0,099","20,1","2,3","10,76","0,96",1,0,315
   88 g
 Pranzo,568,"21,11","11,38","49,43","5,04","6,18","42,47","504,85",,
  Selex Scamorza Bianca,199,"15,18","10,49","0,34",0,"0,07","15,18",276,,
   69 g
  Esselunga Arrosto di Pollo,95,"1,3","0,3","3,9",0,0,17,"2,2",,
   100 g
  Mulino Bianco Pan Bauletto,117,"1,72","0,19","20,11","2,3","3,83","4,02","225,97",,
   45 g
  Certossa Pan Bauletto 8 Cereali e Soia,157,"2,91","0,4","25,08","2,74","2,28","6,27","0,68",,
   57 g
 Cena,555,"16,19","8,35","38,69","7,8","29,38","64,68",1307,356,2023
  Melone,75,"0,42","0,112","17,95",2,"17,29","1,85",35,0,587
   220 g
  Selex Scamorza Bianca,138,"10,56","7,3","0,24",0,"0,05","10,56",192,,
   48 g
  Gamberetto Cotti,249,"4,07","0,772","2,14",0,0,"47,73",1060,356,304
   173 g
  Pomodori,45,"0,5","0,114","9,72",3,"6,52","2,18",12,0,588
   248 g
  Cetriolo (senza Buccia),48,"0,64","0,052","8,64","2,8","5,52","2,36",8,0,544
   400 g
 Snacks/Altro,,,,,,,,,,

"giovedì, agosto 25, 2022",2248,"56,51","20,466","278,61","26,19","70,86","165,62","1887,36",454,2048
 Colazione,501,"13,8","3,182","53,9","6,77","17,57","40,53",276,0,358
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Poggio del Farro Farro Integrale Dicocco Bio,126,"1,78","0,28","22,05","2,28",0,"4,2",0,,
   35 g
  Fiorentini Peanut Butter Crunchy,117,"10,04","1,71","1,66","1,26","0,99","4,46",0,,
   18 g
  Fage Total 0%,51,0,0,"2,85",0,"2,85","9,78",95,,
   95 g
 Pranzo,951,"20,33","8,745","146,02","9,22","34,74","47,09","532,4",454,779
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Pecorino,116,"8,08","5,134","1,09",0,"0,22","9,54",360,31,
   30 g
  Uva Bianca,98,"0,23","0,077","25,7","1,3","21,98","1,02",3,0,
   142 g
  Pomodori,49,"0,54","0,125","10,66","3,3","7,15","2,39",14,0,645
   272 g
  Garofalo Spaghetti,541,"1,54","0,31","107,8","4,62","4,62","21,56","15,4",,
   154 g
 Cena,255,"5,13","0,219","25,38","8,1","6,49","30,44",921,0,911
  Fico d'India,62,"0,76","0,1","14,36","5,4",,"1,1",8,0,330
   150 g
  Cetriolo (con Buccia),18,"0,13","0,04","4,28","0,6","1,97","0,77",2,0,173
   118 g
  Pomodori,31,"0,34","0,079","6,74","2,1","4,52","1,51",9,0,408
   172 g
  Conad Anelli di Totano Atlantico ,144,"3,9",0,0,0,0,"27,06",902,,
   205 g
 Snacks/Altro,541,"17,25","8,32","53,31","2,1","12,06","47,56","157,96",,
  Ehrmann High Protein Vanilla Pudding,152,3,2,11,0,8,20,96,,
   200 g
  Milbona Formaggio con Skyr,31,"1,98","1,25","0,79",,"0,79","2,29","61,6",,
   22 g
  Daily Bread Pane 4 Cereali,121,"2,27","0,27","19,52",,"1,27","4,27",,,
   59 g
  Foodspring Barretta Proteica Soft Caramel,237,10,"4,8",22,"2,1",2,21,"0,36",,
"   1 barretta, 65 g"

"venerdì, agosto 26, 2022",2106,"66,74","24,408","236,22","16,99","52,67","134,09","3388,05",220,761
 Colazione,467,"17,5","3,771","33,65","5,3","10,58","42,21",294,0,31
  Mirtilli,23,"0,13","0,011","5,8",1,"3,98","0,3",0,0,31
   40 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Poggio del Farro Farro Soffiato Bio Integrale,94,"0,65","0,12","17,75","1,78","0,5","3,5",10,,
   25 g
  Fiorentini Peanut Butter Crunchy,176,"15,07","2,56","2,48","1,89","1,48","6,7",0,,
   27 g
  Fage Total 0%,56,0,0,"3,12",0,"3,12","10,71",104,,
   104 g
 Pranzo,808,"19,27","10,371","117,47","8,55","40,93","41,84","471,6",13,283
  Lindt Cioccolato Fondente 85%,105,"8,28","4,86","3,96",,"2,7","2,25","14,4",,
   18 g
  Milbona Formaggio con Skyr,56,"3,6","2,28","1,44",,"1,44","4,16",112,,
   40 g
  Fichi,84,"0,34","0,068","21,87","3,3","18,54","0,86",1,0,264
   114 g
  Uva Bianca,79,"0,18","0,062","20,82",1,"17,8","0,83",2,0,
   115 g
  Parmigiano (Grattugiato),65,"4,29","2,595","0,61",0,"0,14","5,77",229,13,19
   15 g
  Certossa Gallette di Farro Bio,118,"0,68","0,12","23,25","2,05","0,31","3,72",0,,
   31 g
  Esselunga Arrosto di Pollo,95,"1,3","0,3","3,9",0,0,17,"2,2",,
   100 g
  Pasta di Semola,206,"0,6","0,086","41,62","2,2",0,"7,25",111,0,
   58 g
 Cena,698,"26,63","9,916","63,84",1,"0,53","46,58",2109,207,447
  Polpette con il Sugo,395,"25,67","9,691","0,54",0,"0,42","37,7",1793,207,447
   209 g
  Riso Basmati (Cotto),303,"0,96","0,225","63,3",1,"0,11","8,88",316,0,
   251 g
 Snacks/Altro,133,"3,34","0,35","21,26","2,14","0,63","3,46","513,45",,
  Certossa Crackers Integrali,133,"3,34","0,35","21,26","2,14","0,63","3,46","513,45",,
   31 1/2 g

"sabato, agosto 27, 2022",2996,"159,84","38,444","254,96","15,4","44,75","139,3","3019,8",270,1383
 Colazione,273,"6,22","3,271","14,67","0,3","15,28","40,12",531,20,
  Proteine Whey,133,"1,37","0,279","0,43","0,3",0,"30,3",405,0,
   35 g
  Latte Parzialmente Scremato,140,"4,85","2,992","14,24",0,"15,28","9,82",126,20,
   295 g
 Pranzo,1882,"116,01","21,079","161,14","12,9","25,15","56,42","867,8",43,1383
  Melone,82,"0,46","0,122","19,58","2,2","18,86","2,02",38,0,641
   240 g
  Milbona Formaggio con Skyr,22,"1,44","0,91","0,58",,"0,58","1,66","44,8",,
   16 g
  Daily Bread Pane 4 Cereali,96,"1,81","0,22","15,54",,"1,01","3,4",,,
   47 g
  Pasta al Pesto,1682,"112,3","19,827","125,44","10,7","4,7","49,34",785,43,742
   534 g
 Cena,841,"37,61","14,094","79,15","2,2","4,32","42,76",1621,207,
  Polpette di Manzo,563,"36,73","13,888","21,14","1,3","4,22","34,62",1332,207,
   279 g
  Riso Basmati (Cotto),278,"0,88","0,206","58,01","0,9","0,1","8,14",289,0,
   230 g
 Snacks/Altro,,,,,,,,,,

"lunedì, agosto 29, 2022",2460,"71,82","23,663","298,61","25,33","76,2","155,97","1438,47",57,"1257,48"
 Colazione,371,"9,66","2,449","31,29","4,12","9,07","38,47",292,0,25
  Mirtilli,19,"0,11","0,009","4,78","0,8","3,29","0,24",0,0,25
   33 g
  Poggio del Farro Farro Soffiato Bio Integrale,94,"0,65","0,12","17,75","1,78","0,5","3,5",10,,
   25 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Fiorentini Peanut Butter Crunchy,85,"7,25","1,24","1,2","0,91","0,72","3,22",0,,
   13 g
  Fage Total 0%,55,0,0,"3,06",0,"3,06","10,51",102,,
   102 g
 Pranzo,1242,"46,38","18,561","150,19","15,04","47,49","56,2","716,98",57,446
  Mozzarella,208,"13,82","8,742","2,64",0,"0,41","17,91",364,37,66
   69 g
  Antichi Maestri Grana Padano,64,"4,64","2,88",0,,0,"5,28","0,24",,
   16 g
  Pesto,262,"24,52","6,354","2,48","0,8","0,4","8,86",343,20,99
   49 g
"  Uva (Rossa o Verde, di tipo Europeo come Thompson senza Semi)",101,"0,24","0,079","26,61","1,3","22,76","1,06",3,0,281
   147 g
  Uva Bianca,85,"0,2","0,066","22,26","1,1","19,04","0,89",2,0,
   123 g
  La Molisana Farfalle Rigate Integrali,522,"2,96","0,44","96,2","11,84","4,88","22,2","4,74",,
   148 g
 Cena,487,"2,85","0,842","81,65",3,"10,69","34,61","251,37",0,"746,48"
  Proteine Whey,80,"0,82","0,167","0,26","0,2",0,"18,18",243,0,
   21 g
  Optimum Nutrition Serious Mass,378,"1,7","0,6",75,"0,8","6,4",15,"0,37",,"360,48"
   100 g
  Pomodori,29,"0,33","0,075","6,39",2,"4,29","1,43",8,0,386
   163 g
 Snacks/Altro,360,"12,93","1,811","35,48","3,17","8,95","26,69","178,12",0,40
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Milbona Yogurt Proteico,130,"0,6","0,4",12,,8,20,168,,
   200 g
  Noci,59,"5,87","0,551","1,23","0,6","0,23","1,37",0,0,40
   9 g
  Conad Semi di Zucca,36,"2,94","0,51","0,49","0,39","0,08","1,8","9,6",,
   6 g

"martedì, agosto 30, 2022",2946,"72,7","23,555","379,91","50,18","98,39","193,95",4135,64,"2565,94"
 Colazione,674,"12,6","3,18","86,8","5,04","14,33","51,6","307,06",0,"281,94"
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Optimum Nutrition Serious Mass,268,"1,21","0,43","53,25","0,57","4,54","10,65","0,26",,"255,94"
   71 g
  Mirtilli,19,"0,11","0,01","4,93","0,8","3,39","0,25",0,0,26
   34 g
  Poggio del Farro Farro Soffiato Bio Integrale,102,"0,7","0,14","19,17","1,92","0,54","3,78","10,8",,
   27 g
  Fiorentini Peanut Butter Crunchy,104,"8,93","1,52","1,47","1,12","0,88","3,97",0,,
   16 g
  Fage Total 0%,63,0,0,"3,48",0,"3,48","11,95",116,,
   116 g
 Pranzo,1180,"45,1","17,972","118,17","14,36","28,88","73,39","1894,22",64,995
  Meloni Gialli,88,"0,34","0,093","22,27",2,"19,89","1,32",44,0,559
   245 g
  Pomodori,27,"0,3","0,07","5,96","1,8",4,"1,34",8,0,360
   152 g
  Sasso Olio d'oliva,165,"18,38","2,8",0,,,0,,,
"   2 x 1 cucchiaio, 20 g"
  Pecorino,77,"5,39","3,423","0,73",0,"0,15","6,36",240,21,
   2 porzioni (porzione da 10 g)
  Rigamonti Bresaola,115,"2,03","1,05","0,35",,0,"23,8",1176,,
   70 g
  Mozzarella,242,"16,02","10,136","3,06",0,"0,48","20,77",422,43,76
   80 g
  La Molisana Farfalle Rigate Integrali,466,"2,64","0,4","85,8","10,56","4,36","19,8","4,22",,
   132 g
 Cena,655,"9,02","1,023","119,92","27,4","30,38","29,38",1664,0,1289
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Zuppa di Ceci,566,"8,69","0,911","97,08","24,8","18,15","28,29",1663,0,931
   690 g
 Snacks/Altro,437,"5,98","1,38","55,02","3,38","24,8","39,58","269,72",,
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Milbona High Protein Drink (Vaniglia),219,"0,66","0,33","18,26",,"18,26","34,86","199,2",,
   332 ml
  Aptonia Cereal Bars Chocolate,83,"1,8","0,7",15,"1,2","5,9","1,2",70,,
"   1 barretta, 21 g"

"mercoledì, agosto 31, 2022",2833,"72,04","19,188","372,22","34,88","84,28","176,44","2085,78",423,"1671,34"
 Colazione,685,"13,6","3,354","87,35","7,77","11,19","50,06","278,26",0,"301,34"
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  More,13,"0,15","0,004","2,88","1,6","1,46","0,42",0,0,49
   30 g
  Lidl Avena,149,"2,8","0,52","23,48",4,"0,28","5,4",8,,
   40 g
  Fiorentini Peanut Butter Crunchy,91,"7,81","1,33","1,29","0,98","0,77","3,47",0,,
   14 g
  Fage Total 0%,49,0,0,"2,7",0,"2,7","9,27",90,,
   90 g
 Pranzo,928,"11,53","4,098","174,79","16,7","27,32","33,66","1032,5",0,1120
  Lindt Cioccolato Fondente 85%,76,"5,98","3,51","2,86",0,"1,95","1,62",0,,
   13 g
  Zuppa di Ceci,258,"3,97","0,416","44,32","11,3","8,28","12,91",759,0,425
   315 g
  Albume d'uovo Cotto,42,"0,14",0,"0,58",0,"0,57","8,69",256,0,130
   80 g
  Kiwi,110,"0,94","0,052","26,53","5,4","16,27","2,06",5,0,565
   181 g
