#-------------------------------------------
# Food Diary Report - Detailed Report,"sabato, ottobre 1, 2022","lunedì, ottobre 31, 2022"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2682,"78,99","342,3","153,04"
Colazione,594,"8,21","87,66","41,78"
Pranzo,1080,"38,41","134,95","48,02"
Cena,674,"25,18","74,22","38,9"
Snacks/Altro,333,"7,21","45,46","24,35"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"sabato, ottobre 1, 2022",1810,"47,04","18,936","249,01","14,71","71,99","100,17","3011,43",31,468
 Colazione,451,"11,91","4,61","74,39","2,54","48,71","14,74","53,6",0,188
  Foodspring Protein Cream Cocco,93,"7,14","2,04","5,44",,"1,16","3,57","13,6",,
   17 g
  Camporelli Biscottini di Novara,218,"1,6","0,6","46,4","0,84","26,8","4,6",40,,
"   4 x 2 biscotti, 56 g"
  Prugne,55,"0,34","0,02","13,7","1,7","11,9","0,84",0,0,188
   120 g
  Granarolo Latte Parzialmente Scremato Più Giorni,85,"2,83","1,95","8,85",0,"8,85","5,73",0,,
   177 ml
 Pranzo,1188,30,"11,176","161,44","6,5","22,45","62,93","2851,63",31,280
  Antichi Maestri Parmigiano Reggiano ,44,"3,3","2,2",0,0,0,"3,52","70,4",,
   11 g
  Mela,78,"0,26","0,042","20,72","3,6","15,58","0,39",2,0,160
   150 g
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Pecorino,116,"8,08","5,134","1,09",0,"0,22","9,54",360,31,
   3 porzioni (porzione da 10 g)
  Dal Salumiere Bresaola,162,4,"1,3","0,5",0,"0,5",31,1600,,
   100 g
  Lidl Gnocchetti di Patate,387,"1,22","0,24","78,4",,"0,98","9,31","2,23",,
   245 g
  Pane Bianco,319,"3,95","0,86","60,73","2,9","5,17","9,17",817,0,120
   120 g
 Cena,,,,,,,,,,
 Snacks/Altro,171,"5,13","3,15","13,18","5,67","0,83","22,5","106,2",,
  Lidl Barretta Proteica Cocco,171,"5,13","3,15","13,18","5,67","0,83","22,5","106,2",,
   45 g

"lunedì, ottobre 3, 2022",3426,"125,94","36,509","419,87","27,51","130,99","155,11","4928,9",193,"740,34"
 Colazione,598,"6,49","1,463","92,6","3,53","31,13","42,19","160,34",0,"332,34"
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein Cookie & Cream Flavour,108,"0,66","0,39","4,2",,3,21,156,,
   30 g
  Mirtilli,19,"0,11","0,01","4,93","0,8","3,39","0,25",0,0,26
   34 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Poggio del Farro Farro Soffiato Bio ai Mirtilli,80,"1,2","0,14","15,2","1,08","6,6","1,62",4,,
   20 g
  Scotti Crema Spalmabile ,55,"3,3","0,5","5,8","0,39","5,5","0,32",0,,
   10 g
  Milbona Greek Yogurt Fat Free,48,0,0,"3,74",,"2,9","8,3","0,08",,
   83 g
 Pranzo,1763,"71,76","27,83","223,62","13,98","59,18","58,18",3067,97,198
  J. D. Gross Cioccolato Fondente 95% Arriba,77,"6,64","4,03","1,65","2,08","0,3","1,62",0,,
   13 g
  Pizza Fatta in Casa,1460,"64,38","23,647","163,42","7,9","8,61","53,92",3062,97,
   566 g
  Prugne,58,"0,35","0,021","14,39","1,8","12,5","0,88",0,0,198
   126 g
  Uva Bianca,168,"0,39","0,132","44,16","2,2","37,77","1,76",5,0,
   244 g
 Cena,712,"26,41","5,245","80,46","7,4","34,29","35,7","457,16",96,
  Uva Bianca,141,"0,33","0,111","37,1","1,8","31,73","1,48",4,0,
   205 g
  Selex Patate da Forno Surgelate,292,"11,2",1,"41,2","5,6","0,8","3,8","0,16",,
   200 g
  Pollo Arrosto,261,"14,84","4,134",0,0,0,"29,78",445,96,
   110 g
  Heinz Ketchup Zero Sale e Zuccheri Aggiunti,18,"0,04",0,"2,16",,"1,76","0,64",8,,
   40 g
 Snacks/Altro,353,"21,28","1,971","23,19","2,6","6,39","19,04","1244,4",0,210
  Pistacchi,58,"4,67","0,571","2,94","1,1","0,8","2,16",0,0,108
   15 semi
  Nocciole,94,"9,11","0,67","2,5","1,5","0,65","2,24",0,0,102
   15 g
  Gastronomia di Mare Bastoncini di Surimi,201,"7,5","0,73","17,75",,"4,94","14,64","1244,4",,
   183 g

