#-------------------------------------------
# Food Diary Report - Detailed Report,"venerdì, luglio 1, 2022","domenica, luglio 31, 2022"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2017,"70,98","210,22","137,64"
Colazione,475,"13,96","50,69","35,25"
Pranzo,776,"26,08","95,91","39,59"
Cena,465,"19,1","36,55","38,7"
Snacks/Altro,301,"11,84","27,07","24,1"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"venerdì, luglio 1, 2022",1709,"60,2","16,873","166,54","21,53","44,15","126,8","4371,39",392,953
 Colazione,548,"18,9","4,695","42,1","8,69","21,38","49,94","281,08",372,447
  Kiwi,27,"0,23","0,013","6,6","1,4","4,05","0,51",1,0,140
   45 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Honey Muesli,112,"3,29","0,43","14,88","5,02","1,73","3,05","1,08",,
   27 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Albume d'uovo Pastorizzato,22,0,0,"0,45",0,0,"4,9",84,,80
   50 g
  Yogurt Greco 0% Grassi,37,"0,07",0,"2,34","0,09","2,34","6,3",0,,
   70 g
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri
  Uovo,129,"8,75","2,727","0,68",0,"0,68","11,07",123,372,118
   2 medi
 Pranzo,523,"21,05","6,916","41,57","3,33","5,48","40,9",3809,20,148
  Rigamonti Bresaola con Carne 100% Italiana,137,"2,89","1,53","0,42",,0,"27,2",3570,,
   85 g
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Rucola ,10,"0,26","0,034","1,46","0,6","0,82","1,03",11,0,148
   40 g
  Carrefour Pane di Grano Duro,220,"3,59","0,7",39,"2,73","4,52","6,63",,,
   78 g
  Pecorino,74,"5,12","3,252","0,69",0,"0,14","6,04",228,20,
   19 g
 Cena,,,,,,,,,,
 Snacks/Altro,638,"20,25","5,262","82,87","9,51","17,29","35,96","281,31",0,358
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Lidl Barretta Proteica Fragola e Cacao,175,"5,3",3,"13,6",0,1,"22,5",11,,
"   1 barretta, 45 g"
  Fiorentini Peanut Butter Crunchy,104,"8,93","1,52","1,47","1,12","0,88","3,97",0,,
   16 g
  Hero Marmellata Light Frutti di Bosco,9,"0,05",0,"2,62","0,21","0,64","0,07",0,,
   23 g
  Certossa Pan Bauletto Integrale,129,"2,21","0,29","21,12","3,46","1,92","4,9","268,8",,
   48 g

"lunedì, luglio 4, 2022",2613,"101,08","40,986","319,16","20,3","120,86","110,97","2241,57",176,1967
 Colazione,893,"23,93","12,153","153,02","5,84","86,54","16,74","253,19",82,109
  Crostata alla Marmellata,736,"18,47","11,188","135,75","2,8","71,2","6,68",253,82,
   210 g
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri
  Alpro Latte Plant Protein,110,"5,4","0,96","4,82","1,74","4,82","9,65","0,19",,
   193 ml
 Pranzo,1181,"55,24","24,74","127,3","8,9","10,76",45,"1106,38",94,958
  Patata al Forno Ripiena al Formaggio (Mangiata con la Buccia),250,"9,65","4,332","33,82","3,2","3,6","8,3",677,20,877
   180 g
  Zucchine Gratinate,193,"16,88","10,361","7,45","1,5","3,12","4,41",149,58,
   150 g
  Antichi Maestri Grana Padano Dop,100,"7,25","4,5",0,0,0,"8,25","0,38",,
   25 g
  Pesto,214,"20,02","5,187","2,03","0,6","0,32","7,24",280,16,81
   40 g
  Cuor di Terra Maritati Integrali,424,"1,44","0,36",84,"3,6","3,72","16,8",0,,
   120 g
 Cena,409,"21,31","3,693","26,84","5,56","15,56","29,23",714,0,900
  Insalata Mista Verde,11,"0,16","0,025","2,08","1,3","0,57","0,99",19,0,189
   65 g
  Mareblu Tonno,245,17,3,0,0,0,23,400,,
   100 g
  Carrefour Olive Nere Denocciolate,20,"1,95","0,33",0,"0,66",0,"0,2",120,,
   15 g
  Freshona Sweetcorn,79,"1,6","0,2",13,0,"7,1","2,4",160,,
   100 g
  Pomodori,54,"0,6","0,138","11,76","3,6","7,89","2,64",15,0,711
   300 g
 Snacks/Altro,130,"0,6","0,4",12,,8,20,168,,
  Milbona High Protein Blueberry Milk Product,130,"0,6","0,4",12,,8,20,168,,
   200 g

"martedì, luglio 5, 2022",2315,"78,85","29,139","203,93","33,25","55,27","204,03","2242,63","300,5",1842
 Colazione,530,"15,48","3,664","33,74","7,33","15,44","61,3","486,04",233,590
  Pesca,40,"0,26","0,02","9,83","1,5","8,64","0,94",0,0,196
   103 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Honey Muesli,107,"3,17","0,42","14,33","4,84","1,66","2,94","1,04",,
   26 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Albume d'uovo Pastorizzato,86,0,0,"1,8",0,0,"19,6",336,,320
   200 g
  Yogurt Greco 0% Grassi,42,"0,08",0,"2,66","0,11","2,66","7,2",0,,
   80 g
  Uovo,81,"5,47","1,704","0,42",0,"0,42","6,92",77,233,74
   55 g
 Pranzo,445,"9,79","4,281","57,57","2,4","6,45","30,72","856,8",0,102
  Esselunga Arrosto di Pollo,95,"1,3","0,3","3,9",0,0,17,"2,2",,
   100 g
  Milbona Formaggio con Skyr,79,"5,13","3,25","2,05",,"2,05","5,93","159,6",,
   57 g
  Pane Bianco,271,"3,36","0,731","51,62","2,4","4,4","7,79",695,0,102
   102 g
 Cena,795,"26,94","16,576","59,97",17,"20,13","79,93","896,78","67,5",813
  Santa Lucia Mozzarella,298,"22,5","15,62","2,5",0,"1,25","21,25",875,"67,5",
   125 g
  Piselli,270,"1,33","0,236","48,15",17,"18,88","18,05",17,0,813
   333 g
  Aia Aequilibrium Petto di Pollo al Forno,227,"3,11","0,72","9,32",0,0,"40,63","4,78",,
   239 g
 Snacks/Altro,545,"26,64","4,618","52,65","6,52","13,25","32,08","3,01",0,337
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi
  Nocciole,63,"6,08","0,446","1,67",1,"0,43","1,5",0,0,68
   10 g
  Noci,65,"6,52","0,613","1,37","0,7","0,26","1,52",0,0,44
   10 g
  Mandorle,35,"3,04","0,233","1,18","0,7","0,29","1,28",0,0,44
   5 mandorle
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Lidl Barretta Proteica Brownie al Cioccolato,164,"4,4","2,6","12,8",,"0,6","22,5","2,5",,
"   1 porzione, 45 g"
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri

"mercoledì, luglio 6, 2022",2395,"91,42","30,706","237,38","35,53","73,71","154,62","3936,37","767,26","1903,71"
 Colazione,627,"25,77","6,808","42,34","8,25","23,13","53,59",284,634,350
  Uovo,220,"14,91","4,648","1,16",0,"1,16","18,87",210,634,201
   3 grandi
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Mirtilli,30,"0,17","0,015","7,53","1,2","5,18","0,38",1,0,40
   52 g
  Honey Muesli,103,"3,05","0,4","13,78","4,65","1,6","2,82",1,,
   25 g
  Crema di Arachidi 100%,77,6,"1,32","1,32","0,7","0,67","3,96",0,,
   12 g
  Yogurt Greco 0% Grassi,40,"0,08",0,"2,5","0,1","2,5","6,75",0,,
"   1/2 x 1 vasetto, 75 g"
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri
 Pranzo,1200,"43,78","20,985","125,29","15,96","27,51","71,28","2641,47","133,26","1127,71"
  Albicocche,34,"0,27","0,019","7,78","1,4","6,47","0,98",1,0,181
   2 albicocche
  Carrefour Olive Nere Denocciolate,44,"4,29","0,73",0,"1,45",0,"0,43",264,,
   33 g
  Santa Lucia Mozzarella,298,"22,5","15,62","2,5",0,"1,25","21,25",875,"67,5",
   125 g
  Freshona Sweetcorn,111,"2,24","0,28","18,2",0,"9,94","3,36",224,,
   140 g
  Carrefour Ceci Cotti al Vapore,179,"2,8","0,42","25,2","7,7","0,98","9,38",1260,,
   140 g
  Nixe Filetti di Sgombro Grigliati al Naturale,172,"9,78","3,54",0,0,0,"20,8","0,97","65,76","399,71"
   104 g
  Pomodori,42,"0,46","0,106","9,06","2,8","6,08","2,03",12,0,547
   231 g
  Rummo Farfalle,320,"1,44","0,27","62,55","2,61","2,79","13,05","4,5",,
   90 g
 Cena,373,"12,36","2,127","46,86","8,2","22,02","24,82","1010,39",0,358
  Gran Mare Filetto di Nasello,103,"2,73","0,65",0,,0,"19,5","0,39",,
   130 g
  Peperonata,181,"9,3","1,365","24,02","5,6","9,79","4,23",1009,0,
   338 g
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
 Snacks/Altro,195,"9,51","0,786","22,89","3,12","1,05","4,93","0,51",0,68
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Nocciole,63,"6,08","0,446","1,67",1,"0,43","1,5",0,0,68
   10 g

"giovedì, luglio 7, 2022",2290,"51,76","17,106","293,06","33,83","89,95","168,85","3455,71",550,3017
 Colazione,525,"13,42","2,401","58,31","13,74","24,82","38,74","75,16",0,154
  Mirtilli,33,"0,19","0,016","8,4","1,4","5,78","0,43",1,0,45
   58 g
  Crownfield Honey Muesli,112,"3,29","0,43","14,88","5,02","1,73","3,05","1,08",,
   27 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Honey Muesli,112,"3,29","0,43","14,88","5,02","1,73","3,05","1,08",,
   27 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Yogurt Greco 0% Grassi,47,"0,09",0,3,"0,12",3,"8,1",0,,
   90 g
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri
 Pranzo,723,"23,03","7,541","83,88","7,86","40,17","47,6","818,8",550,532
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Solevita Succo Multivitamin,94,"1,34","0,27","22,51",,"22,51","1,34","107,2",,
   268 g
  Milbona Formaggio con Skyr,58,"3,78","2,39","1,51",,"1,51","4,37","117,6",,
   42 g
  Uovo,191,"12,92","4,029",1,0,1,"16,35",182,550,174
   130 g
  Esselunga Arrosto di Pollo,95,"1,3","0,3","3,9",0,0,17,"2,2",,
   100 g
  Certossa Pan Bauletto Integrale,196,"3,36","0,44","32,12","5,26","2,92","7,45","408,8",,
   73 g
 Cena,722,"7,11","2,164","126,37","12,23","16,06","40,01","2235,75",0,2331
  Rio Mare Filetti di Tonno Lavorati a Mano,98,"0,8","0,22",0,0,0,"22,63",949,,
   73 g
  McEnnedy Salsa Barbecue,53,"0,06","0,03","12,06","0,41","9,4","0,46","0,24",,
   29 g
  Milbona Formaggio con Skyr,35,"2,25","1,42","0,9",,"0,9","2,6",70,,
   25 g
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Patate al Forno,404,"0,57","0,154","92,19","9,7","5,14","10,89",1216,0,2331
   439 g
 Snacks/Altro,320,"8,2",5,"24,5",,"8,9","42,5",326,,
  Lidl Dessert Proteico Vaniglia,150,3,2,"10,4",,8,20,96,,
   200 g
  Lidl Barretta Proteica Vaniglia Yogurt,170,"5,2",3,"14,1",,"0,9","22,5",230,,
"   1 barretta, 45 g"

"venerdì, luglio 8, 2022",2240,"78,53","25,771","244,57","26,4","68,46","142,53","2512,24","59,4",1877
 Colazione,381,"9,97","1,96","36,55","7,93","17,6","34,66","74,04",0,99
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Mirtilli,34,"0,19","0,017","8,55","1,4","5,88","0,44",1,0,45
   59 g
  Honey Muesli,107,"3,17","0,42","14,33","4,84","1,66","2,94","1,04",,
   26 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Yogurt Greco 0% Grassi,43,"0,08",0,"2,74","0,11","2,74","7,38",0,,
   82 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,801,"9,36","1,673","146,14","6,96","28,2","33,86",1361,0,879
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Freshona Sweetcorn,111,"2,24","0,28","18,2",0,"9,94","3,36",224,,
   140 g
  Pomodori,40,"0,44","0,101","8,62","2,6","5,79","1,94",11,0,521
   220 g
  Carrefour Olive Nere Denocciolate,54,"5,2","0,88",0,"1,76",0,"0,52",320,,
   40 g
  Rio Mare Filetti di Tonno Lavorati a Mano,82,"0,67","0,18",0,0,0,"18,91",793,,
   61 g
  Golden Sun  Basmati Rice,425,"0,48","0,12","96,48",,"0,24","8,04",12,,
   120 g
 Cena,437,"22,66","14,865","12,71","3,8","6,87","47,55","804,6","59,4",671
  Insalata Mista Verde,14,"0,19","0,03","2,56","1,6","0,7","1,22",23,0,233
   80 g
  Pomodori,33,"0,37","0,085","7,25","2,2","4,87","1,63",9,0,438
   185 g
  Santa Lucia Mozzarella,262,"19,8","13,75","2,2",0,"1,1","18,7",770,"59,4",
   110 g
  Formento Carpaccio di Bresaola,128,"2,3",1,"0,7",,"0,2",26,"2,6",,
   100 g
 Snacks/Altro,621,"36,54","7,273","49,17","7,71","15,79","26,46","272,6",0,228
  Hero Marmellata Light Frutti di Bosco,7,"0,04",0,"2,28","0,18","0,56","0,06",0,,
   20 g
  Fiorentini Peanut Butter Crunchy,104,"8,93","1,52","1,47","1,12","0,88","3,97",0,,
   16 g
  Certossa Pan Bauletto Integrale,123,"2,12","0,28","20,24","3,31","1,84","4,69","257,6",,
   46 g
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi
  Enervit Protein Bar Chocolate & Cream,185,"6,7","3,8",19,,11,12,15,,
"   1 barretta, 45 g"
  Nocciole,63,"6,08","0,446","1,67",1,"0,43","1,5",0,0,68
   10 g
  Mandorle,35,"3,04","0,233","1,18","0,7","0,29","1,28",0,0,44
   5 mandorle
  Noci,65,"6,52","0,613","1,37","0,7","0,26","1,52",0,0,44
   10 g

"martedì, luglio 12, 2022",2152,"68,86","17,908","213,42","50,64","84,14","179,16","1040,38",447,1442
 Colazione,566,"20,44","5,12","45,58","9,36","23,76","47,44","214,2",423,290
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,48,"0,07","0,005","12,76","1,4","10,77","0,42",0,0,112
   17 g
  Mirtilli,32,"0,19","0,016","8,26","1,4","5,68","0,42",1,0,44
   57 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Honey Muesli,124,"3,66","0,48","16,53","5,58","1,92","3,39","1,2",,
   30 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Yogurt Greco 0% Grassi,41,"0,08",0,"2,56","0,1","2,56","6,93",0,,
   77 g
 Pranzo,651,"18,35","5,888","70,03","6,13","12,9","50,63","281,77",24,358
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Pecorino,89,"6,2","3,936","0,83",0,"0,17","7,31",276,24,
   23 g
  Citterio Bresaola della Valtellina IGP,154,2,1,"0,5",0,"0,5",34,"4,3",,
   100 g
  Sasso Olio d'oliva,49,"5,51","0,84",0,,,0,,,
   6 g
  Esselunga Pane di Grano Duro,270,"4,31",,"45,86","3,53",,"8,23","0,47",,
   98 ml
 Cena,440,"4,61","1,95","57,96","4,98","44,68","47,94","411,9",0,610
  Anguria,164,"0,82","0,087","41,15","2,2","33,79","3,32",5,0,610
   545 g
  Milbona Formaggio con Skyr,31,"1,98","1,25","0,79",,"0,79","2,29","61,6",,
   22 g
  McEnnedy Salsa Barbecue,37,"0,04","0,02","8,32","0,28","6,48","0,32","0,16",,
   20 g
  Zucchine Grigliate,39,"0,4","0,083","7,7","2,5","3,62","2,68",345,0,
   225 g
  Lidl Filetto di Petto di Pollo a Fette ,169,"1,37","0,51",0,0,0,"39,33","0,14",,
   171 g
 Snacks/Altro,495,"25,46","4,95","39,85","30,17","2,8","33,15","132,51",0,184
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Lidl Barretta Proteica Arachidi,165,"4,9","2,7",13,25,"0,8","22,5",116,,
"   1 barretta , 45 g"
  Conad Semi di Zucca,61,"4,9","0,85","0,82","0,65","0,13",3,16,,
   10 g
  Nocciole,63,"6,08","0,446","1,67",1,"0,43","1,5",0,0,68
   10 g
  Mandorle,35,"3,04","0,233","1,18","0,7","0,29","1,28",0,0,44
   5 mandorle
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi

"mercoledì, luglio 13, 2022",2151,"65,6","31,17","303,16","43,82","80,55","99,57","1974,63",168,2777
 Colazione,,,,,,,,,,
 Pranzo,1087,"21,73","9,993","181,17","9,1","34,84","45,11","47,63",168,1020
  Anguria,125,"0,62","0,067","31,41","1,7","25,79","2,54",4,0,466
   416 g
  Antichi Maestri Grana Padano Dop,167,"12,18","7,56",0,0,0,"13,86","0,63",,
   42 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Aglio,4,"0,02","0,003","0,99","0,1","0,03","0,19",1,0,12
   1 spicchio
  Pasta all'uovo Secca,768,"8,88","2,36","142,54","6,6","3,76","28,32",42,168,488
   200 g
 Cena,906,"37,98","20,264","96,78","31,1","32,89","50,43",1918,0,1327
  Anguria,129,"0,64","0,069","32,39","1,7","26,6","2,62",4,0,480
   429 g
  Zuppa di Lenticchie,441,"10,88","1,405","63,09","29,4","5,64","24,7",1482,0,847
   588 g
  Esselunga Scamorza Affumicata,336,"26,46","18,79","1,3",,"0,65","23,11",432,,
   108 g
 Snacks/Altro,158,"5,89","0,913","25,21","3,62","12,82","4,03",9,0,430
  Conad Semi di Zucca,30,"2,45","0,42","0,41","0,32","0,06","1,5",8,,
   5 g
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g

"giovedì, luglio 14, 2022",2169,"72,63","32,963","219,24","20,65","66,25","164,15","1486,28",423,"1841,69"
 Colazione,539,"20,39","5,117","38,59","8,56","17,93","47,11","214,2",423,230
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Mirtilli,31,"0,18","0,015","7,82","1,3","5,38","0,4",1,0,42
   54 g
  Honey Muesli,124,"3,66","0,48","16,53","5,58","1,92","3,39","1,2",,
   30 g
  Crema di Arachidi 100%,64,5,"1,1","1,1","0,58","0,56","3,3",0,,
   10 g
  Yogurt Greco 0% Grassi,40,"0,08",0,"2,54","0,1","2,54","6,84",0,,
   76 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
 Pranzo,1252,"44,4","23,989","153,87","7,09","39,62","58,86","889,08",0,"719,69"
  Landolfi Crostata Albicocca,215,6,"2,82","37,2","1,02",18,"2,94",,,
   60 g
  Rio Mare Filetti di Tonno all'olio d'oliva (Sgocciolato),115,"4,14","0,76",0,0,0,"19,32",414,,"207,69"
   69 g
  Pomodori,39,"0,43","0,099","8,47","2,6","5,68","1,9",11,0,512
   216 g
  Freshona Sweetcorn,114,"2,3","0,29","18,72",0,"10,22","3,46","230,4",,
   144 g
  Carrefour Olive Nere Denocciolate,31,"2,99","0,51",0,"1,01",0,"0,3",184,,
   23 g
  Pascoli Italiani Mozzarella di Bufala Campana Dop Bocconcini ,301,"26,45","18,4","0,92",0,"0,92","14,95","0,48",,
   115 g
  Divella Pasta di Semola di Grano Duro,437,"2,09","1,11","88,56","2,46","4,8","15,99","49,2",,
   123 g
 Cena,211,"2,94","1,157","13,38",5,"7,9","35,68",271,0,892
  Findus Filetti di Merluzzo,148,"2,2",1,0,0,0,32,232,,
   200 g
  Insalata Mista Verde,14,"0,2","0,032","2,72","1,7","0,75","1,29",25,0,247
   85 g
  Pomodori,49,"0,54","0,125","10,66","3,3","7,15","2,39",14,0,645
   272 g
 Snacks/Altro,167,"4,9","2,7","13,4",,"0,8","22,5",112,,
  Lidl Barretta Proteica (Cioccolato Bianco Croccante),167,"4,9","2,7","13,4",,"0,8","22,5",112,,
"   1 porzione, 45 g"

"sabato, luglio 16, 2022",822,"27,6","4,004","75,49","5,28","30,3","69,42","713,47",0,126
 Colazione,753,"22,04","3,203","73,12","4,26","29,71","66,48","705,47",0,54
  Foodspring Protein Cream Nocciola,182,"12,95","2,48","11,55",,"2,59","7,35",28,,
   35 g
  Go For Fit Wellness High Protein,248,"4,89",0,"17,93",,"15,32","32,6","234,72",,
   326 g
  Mulino Bianco Pan Bauletto Bianco,190,"2,67","0,3","33,81","3,26","5,04","5,93","370,75",,
   74 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,,,,,,,,,,
 Cena,,,,,,,,,,
 Snacks/Altro,69,"5,56","0,801","2,37","1,02","0,59","2,94",8,0,72
  Conad Semi di Zucca,30,"2,45","0,42","0,41","0,32","0,06","1,5",8,,
   5 g
  Pistacchi,39,"3,11","0,381","1,96","0,7","0,53","1,44",0,0,72
   10 semi

"lunedì, luglio 18, 2022",2442,"81,83","37,965","266,54","39,42","131,96","171,12","4251,85","750,8",2854
 Colazione,697,"14,3","7,936","114,35","4,6","63,71","30,73","368,9",48,372
  Crostata alla Marmellata,427,"10,73","6,5","78,87","1,6","41,36","3,88",147,48,
   122 g
  Milbona Latte Scremato UHT,28,"0,42",,"4,07",,"4,07","2,74","107,9",,
   83 ml
  Granarolo Latte Parzialmente Scremato,39,"1,31","0,9","4,06",,"4,06","2,58",41,,
   82 ml
  Banana,93,"0,34","0,116","23,75","2,7","12,72","1,13",1,0,372
   104 g
  PHD Diet Whey Vanilla Créme,110,"1,5","0,42","3,6","0,3","1,5","20,4",72,,
   30 g
 Pranzo,707,"27,91","8,578","77,9","17,92","23,71","37,95","1847,31",638,1132
  Anguria,87,"0,44","0,046","21,9","1,2","17,98","1,77",3,0,325
   290 g
  Milbona Formaggio con Skyr ,36,"2,34","1,48","0,94",,"0,94","2,7","72,8",,
   26 g
  Lidl Crackers,132,"3,43","0,34","21,22","2,12","0,62","3,43","0,51",,
"   31,2 g"
  Uovo,220,"14,91","4,648","1,16",0,"1,16","18,87",210,634,201
   3 grandi
  Zuppa di Fagioli,232,"6,79","2,064","32,68","14,6","3,01","11,18",1561,4,606
   430 g
 Cena,667,"36,6","19,349","30,26","14,3","12,74","58,9",1810,"64,8",992
  Santa Lucia Mozzarella,286,"21,6",15,"2,4",0,"1,2","20,4",840,"64,8",
   120 g
  Aia Hamburger di Pollo,264,"14,2","4,2",0,0,0,34,960,,
   200 g
  Melanzana,96,"0,76","0,136","22,8","13,6","9,4","4,04",8,0,920
   400 g
  Cipolle,21,"0,04","0,013","5,06","0,7","2,14","0,46",2,0,72
   50 g
 Snacks/Altro,371,"3,02","2,102","44,03","2,6","31,8","43,54","225,64",0,358
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml
  Muller Mousse Proteica Vaniglia ,61,"1,7","1,33","3,7",,"2,74","7,47","26,64",,
   74 g

"martedì, luglio 19, 2022",2406,"82,55","22,832","275,28","25,65","108,18","152,05","1231,99",465,1995
