#-------------------------------------------
# Food Diary Report - Detailed Report,"mercoledì, marzo 1, 2023","venerdì, marzo 31, 2023"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2345,"77,46","266,83","145,28"
Colazione,677,"19,67","82,18","41,32"
Pranzo,687,"24,73","80,37","33,65"
Cena,698,"26,98","71,27","44,06"
Snacks/Altro,283,"6,08","33,01","26,26"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"mercoledì, marzo 1, 2023",2192,"50,77","19,503","299,31","40,2","67,94","137,91","2615,13",14,1596
 Colazione,312,"3,11","2,301","33,03","2,03","10,6","38,03","457,82",0,260
  Lidl Albume d'uovo Pastorizzato,50,0,0,"1,04",0,0,"11,27","193,2",,184
   115 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Mirtilli,16,"0,09","0,008","4,06","0,7","2,79","0,21",0,0,22
   28 g
  Milbona Formaggio Spalmabile con Skyr,28,"1,8","1,14","0,72",0,"0,72","2,08","0,14",,
   20 g
  Lidl Pagnotta di Semola di Grano Duro,82,"0,5","0,07","15,58",,"0,33","3,27","84,48",,
   33 g
  Decathlon Whey Protein Cioccolato,113,"0,69","1,08","5,4","0,63","1,5",21,180,,
   30 g
 Pranzo,860,"30,26","12,861","114,5","8,41","11,34","32,1","551,5",14,313
  Perugina Tablò Fondente Extra 70%,49,"3,56","2,14","2,78","1,26","2,43","0,77","2,7",,
   9 g
  Pesto,192,"18,01","4,669","1,83","0,6","0,29","6,51",252,14,73
   36 g
  Antichi Maestri Formaggio Grattugiato Italiano,101,"7,44","5,52",0,,0,"8,64",288,,
   24 g
  Kiwi,47,"0,4","0,022","11,29","2,3","6,92","0,88",2,0,240
   77 g
  Nonna Mia Trofie,471,"0,85","0,51","98,6","4,25","1,7","15,3","6,8",,
   170 g
 Cena,615,"13,05","3,633","98,06","25,18","16,82","29,35","1406,29",0,916
  Fragole,40,"0,38","0,019","9,6","2,5","5,82","0,84",1,0,191
   125 g
  Milbona Formaggio con Skyr,61,"3,96","2,51","1,58",,"1,58","4,58","123,2",,
   44 g
  Bio Organic Gallette di Riso Salate,106,"0,62","0,14","22,4","0,28","0,08","2,35","0,09",,
   28 g
  Zuppa di Lenticchie,195,"4,81","0,621","27,9",13,"2,5","10,92",655,0,374
   260 g
  Zuppa di Ceci,213,"3,28","0,343","36,58","9,4","6,84","10,66",627,0,351
   260 g
 Snacks/Altro,405,"4,35","0,708","53,72","4,58","29,18","38,43","199,52",0,107
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Mela,52,"0,17","0,028","13,81","2,4","10,39","0,26",1,0,107
   100 g
  Milbona High Protein Drink (Vaniglia),218,"0,66","0,33","18,15",,"18,15","34,65",198,,
   330 ml

"giovedì, marzo 2, 2023",781,"6,86","4,507","90,88","7,04","47,65","91,14","985,6",0,863
 Colazione,426,"5,37","3,679","39,13","3,14","12,48","54,52","785,6",0,326
  Milbona Formaggio con Skyr,43,"2,79","1,77","1,12",,"1,12","3,22","86,8",,
   31 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Mirtilli,12,"0,07","0,006","3,04","0,5","2,09","0,16",0,0,16
   21 g
  Lidl Albume d'uovo Pastorizzato,70,0,0,"1,44",0,0,"15,68","268,8",,256
   160 g
  Certossa Pan Bauletto Bianco,108,"1,44","0,28","19,2",1,"1,76","3,76",160,0,0
   40 g
  Decathlon Whey Protein Cioccolato,170,"1,04","1,62","8,1","0,94","2,25","31,5",270,,
   45 g
 Pranzo,,,,,,,,,,
 Cena,,,,,,,,,,
 Snacks/Altro,355,"1,49","0,828","51,75","3,9","35,17","36,62",200,0,537
  Banana,134,"0,5","0,168","34,26","3,9","18,34","1,64",2,0,537
   150 g
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml

"venerdì, marzo 3, 2023",2392,"81,67","15,279","211,47","21,07","80,24","207,72","1054,29",0,"1774,8"
 Colazione,399,"6,43","3,184","44,88","4,63","16,47","40,96","643,04",0,"473,8"
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Kiwi,45,"0,38","0,021","10,85","2,2","6,65","0,84",2,0,231
   74 g
  Milbona Formaggio con Skyr,43,"2,79","1,77","1,12",,"1,12","3,22","86,8",,
   31 g
  Lidl Albume d'uovo Pastorizzato,51,0,0,"1,06",0,0,"11,56","198,24",,"188,8"
   118 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Certossa Pan Bauletto Bianco,119,"1,58","0,31","21,12","1,1","1,94","4,14",176,0,0
   44 g
 Pranzo,970,"41,99","2,419","94,15","4,7","17,04","52,22",4,0,148
  Perugina Tablò Fondente Extra 70%,54,"3,96","2,38","3,09","1,4","2,7","0,86",3,,
   10 g
  Mela,72,"0,23","0,039","19,06","3,3","14,34","0,36",1,0,148
   138 g
  Beretta Lasagne al Ragù ,844,"37,8",,72,,,51,,,
   600 g
 Cena,731,"32,35","9,306","34,54","8,34","13,72","79,52","208,25",0,1000
  Bio Organic Gallette di Riso Salate,53,"0,31","0,07","11,2","0,14","0,04","1,18","0,04",,
   14 g
  Milbona Fiocchi di Latte,193,"8,86","5,91","5,52",0,"5,52","22,66","1,04",,
   197 g
  Kania Maionese,193,"21,15","2,58","0,33",,"0,24","0,39",108,,
   30 ml
  Cavolfiore,82,"0,33","0,106","17,49","8,2","7,92","6,53",99,0,1000
   330 g
  Lidl Straccetti di Petto di Pollo,210,"1,7","0,64",0,0,0,"48,76","0,17",,
   212 g
 Snacks/Altro,292,"0,9","0,37","37,9","3,4","33,01","35,02",199,0,153
  Mela,74,"0,24","0,04","19,75","3,4","14,86","0,37",1,0,153
   143 g
  Milbona High Protein Drink (Vaniglia),218,"0,66","0,33","18,15",,"18,15","34,65",198,,
   330 ml

"domenica, marzo 5, 2023",409,"1,57","0,633","53,18","1,73","13,91","45,5","312,25",0,"394,24"
 Colazione,409,"1,57","0,633","53,18","1,73","13,91","45,5","312,25",0,"394,24"
  Greek Yogurt Fat Free,41,0,0,"3,15",,"2,45",7,"0,07",,
   70 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Albume d'uovo Pastorizzato,43,0,0,"0,9",0,0,"9,8",168,,160
   100 g
  Serious Mass,189,"0,85","0,3","37,5","0,4","3,2","7,5","0,18",,"180,24"
   50 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,,,,,,,,,,
 Cena,,,,,,,,,,
 Snacks/Altro,,,,,,,,,,

"lunedì, marzo 6, 2023",2652,"93,59","31,501","293,71","25,84","57,97","163,41","3413,4","136,61","2526,56"
 Colazione,611,"6,56","3,161","88,35","3,59","16,65","49,05","593,94",0,"505,94"
  Milbona Formaggio con Skyr,33,"2,16","1,37","0,86",,"0,86","2,5","67,2",,
   24 g
  Mirtilli,16,"0,09","0,008","4,06","0,7","2,79","0,21",0,0,22
   28 g
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Certossa Pan Bauletto Bianco,108,"1,44","0,28","19,2",1,"1,76","3,76",160,0,0
   40 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein,118,"1,65","1,08","4,5","0,63","1,5",21,180,,
   30 g
  Lidl Albume d'uovo Pastorizzato,48,0,0,1,0,0,"10,88","186,48",,"177,6"
   111 g
 Pranzo,1079,"40,16","18,549","117,95","10,5","20,09","60,8","2356,52","136,61","604,62"
  Pere,87,"0,18","0,009","23,19","4,6","14,7","0,57",2,0,178
   150 g
  Santa Lucia Mozzarella,293,"22,14","15,38","2,46",0,"1,23","20,91",861,"66,42",
   123 g
  Nixe Filetti di Sgombro Grigliati al Naturale ,183,"10,43","1,78",0,0,0,"22,2","368,52","70,19","426,62"
   111 g
  Coelsanus Olive Nere Denocciolate,56,"5,85","0,99",0,"1,35",0,"0,22",1125,,
   45 g
  Coop Spaghetti 4,460,"1,56","0,39","92,3","4,55","4,16","16,9",0,,
   130 g
 Cena,526,"34,74","7,589","15,82","4,57","2,56","40,45","227,22",0,1144
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Bio Organic Gallette di Riso Salate,26,"0,15","0,04","5,6","0,07","0,02","0,59","0,02",,
   7 g
  Lidl Filetto di Salmone con Pelle,378,"27,71","3,75",0,0,0,"32,6","65,2",,
   163 g
  Spinaci,47,"0,8","0,129","7,44","4,5","0,86","5,86",162,0,1144
   205 g
 Snacks/Altro,436,"12,13","2,202","71,59","7,18","18,67","13,11","235,72",0,272
  Foodspring Protein Cream Salted Caramel,93,"6,66","1,49","6,66",,"1,28","3,6","43,2",,
   18 g
  Hero Marmellata Light Frutti di Bosco,8,"0,04",0,"2,51","0,2","0,62","0,07",0,,
   22 g
  Certossa Pan Bauletto Bianco,130,"1,73","0,34","23,04","1,2","2,11","4,51",192,0,0
   48 g
  Arance,70,"0,18","0,022","17,62","3,6","14,02","1,41",0,0,272
   150 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g

"martedì, marzo 7, 2023",2385,"75,4","34,966","286,09","21,22","61,34","135,72","5507,51",467,"410,19"
 Colazione,633,"18,81","8,619","74,51","8,51","17,84","38,01","246,18",0,"168,19"
  Mirtilli,18,"0,1","0,009","4,49","0,7","3,09","0,23",0,0,24
   31 g
  Crownfield Muesli Croccante,218,"6,34","0,78","31,1","6,86","5,67","5,72","101,92",,
   52 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Yogurt alla Greca 10%,133,11,"7,26","3,52",,"3,52","5,06","0,11",,
   110 g
  Serious Mass,151,"0,68","0,24",30,"0,32","2,56",6,"0,15",,"144,19"
   40 g
 Pranzo,1056,"37,31","15,364","126,62","4,2","13,99","50,03","846,33",436,242
  Lidl Cioccolato Fondente 85%,69,"5,62","3,38","2,57",,"1,55","1,3",0,,
   12 g
  Bio Organic Gallette di Riso Salate,76,"0,44","0,1",16,"0,2","0,06","1,68","0,06",,
   20 g
  Nixe Tonno Pinne Gialle al Naturale,59,"0,96","0,24",0,,0,"12,48",288,,
   48 g
  Lidl Skyr Formaggio Spalmabile,53,"3,42","2,17","1,37",,"1,37","3,95","0,27",,
   38 g
  Mela,50,"0,16","0,027","13,4","2,3","10,08","0,25",1,0,104
   97 g
  Uovo,151,"10,24","3,192","0,79",0,"0,79","12,96",144,436,138
   103 g
