#-------------------------------------------
# Food Diary Report - Detailed Report,"domenica, gennaio 1, 2023","martedì, gennaio 31, 2023"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2361,"78,33","286,79","131,58"
Colazione,684,"15,34","90,21","45,31"
Pranzo,850,"30,95","105,27","39,35"
Cena,512,"14,95","65,58","29,43"
Snacks/Altro,316,"17,1","25,73","17,49"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"martedì, gennaio 3, 2023",2494,"97,39","30,982","283,89","21,63","67,55","120,26","3690,25",612,"1053,83"
 Colazione,561,"5,78","3,412","106,7","3,81","33,13","23,14","101,33",0,"742,83"
  Optimum Nutrition Serious Mass,336,"1,51","0,53","66,75","0,71","5,7","13,35","0,33",,"320,83"
   89 g
  Esselunga Latte Parzialmente Scremato,120,"3,88","2,75",13,0,13,"8,5",100,,
   250 ml
  Banana,105,"0,39","0,132","26,95","3,1","14,43","1,29",1,0,422
   1 media (18 cm - 20 cm di lunghezza)
 Pranzo,836,"20,88","9,448","125,41","9,64","20,23","34,84",309,423,311
  Lindt Excellence 85% Cacao,58,"4,6","2,7","2,2",0,"1,5","1,25",0,,
   10 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Antichi Maestri Formaggio Grattugiato Italiano,59,"4,34","3,22",0,,0,"5,04",168,,
   14 g
  Pere,86,"0,18","0,009","23,04","4,6","14,6","0,57",1,0,177
   149 g
  De Cecco Penne Rigate Biologiche,486,"1,82","0,42","99,4","5,04","3,36","15,4",0,,
   140 g
 Cena,1097,"70,73","18,122","51,78","8,18","14,19","62,28","3279,92",189,
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Milbona Formaggio con Skyr,39,"2,52","1,6","1,01",,"1,01","2,91","78,4",,
   28 g
  Involtini di Carne,510,"29,36","13,61","6,42","0,8","3,26","52,59",2584,189,
   350 g
  Insalata Russa,413,"35,33","2,562","22,59","5,2","9,28","3,26",617,0,
   338 g
 Snacks/Altro,,,,,,,,,,

"mercoledì, gennaio 4, 2023",726,"14,66","5,218","95,83","4,16","22,14","51,67","585,61",423,"614,34"
 Colazione,726,"14,66","5,218","95,83","4,16","22,14","51,67","585,61",423,"614,34"
  Arance,59,"0,15","0,019","14,8",3,"11,78","1,18",0,0,228
   126 g
  Formaggio Spalmabile con Skyr,29,"1,89","1,2","0,76",0,"0,76","2,18","0,15",,
   21 g
  Pagnotta di Semola di Grano Duro,116,"0,86","0,09","22,5",,"0,45","4,23","115,2",,
   45 g
  Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
