#-------------------------------------------
# Food Diary Report - Detailed Report,"sabato, maggio 1, 2021","lunedì, maggio 31, 2021"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2064,"74,04","227,34","130,19"
Colazione,548,"17,16","75,15","25,76"
Pranzo,765,"28,89","78,34","48,11"
Cena,548,"16,5","58,61","43,95"
Snacks/Altro,204,"11,49","15,25","12,38"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"lunedì, maggio 17, 2021",2142,"91,42","21,57","196,51","20,94","52,75","135,13","1439,1",520,1251
 Colazione,,,,,,,,,,
 Pranzo,1049,"41,51","12,432","118,13","7,27","19,26","46,78","345,02",372,444
  Caffè (Espresso),1,"0,05","0,028",0,0,0,"0,04",4,0,34
"   1 29,6 ml"
  Coop Cioccolato Fondente Extra,105,"6,1",,"10,4","1,6","9,7","1,2",,,
"   1 quadratino, 20 g"
  Philadelphia Light 55%,68,"4,95","3,24","2,3",,"2,3","3,33","0,36",,
   45 g
  Uovo,129,"8,75","2,727","0,68",0,"0,68","11,07",123,372,118
   2 medi
  Verso Natura Conad Sfoglie di Riso e Mais,73,"0,24","0,1","16,2","0,46","0,1","1,32","0,2",,
   20 g
  Pomodori,22,"0,25","0,057","4,82","1,5","3,23","1,08",6,0,292
"   1 intero medio (6,5 cm di diametro)"
  Neri Olive Nere Denocciolate ,40,"4,03","0,68",0,0,0,"0,16","0,46",,
   31 g
  Esselunga Tonno all'olio di Oliva Sgocciolato,143,"10,9","2,1",0,0,0,"11,2",1,,
"   1 porzione, 52 g"
  Alce Nero Spaghettoni Senatore Cappelli,407,"1,62","0,35","83,52","3,71","3,25","12,76",0,,
   116 g
  Coop Scamorza Affumicata,61,"4,62","3,15","0,21",0,0,"4,62",210,,
   21 g
 Cena,635,"18,61","5,142","44,62","5,5","20,75","73,53",506,148,451
"  Coop Yogurt Magro alla Frutta 0,1%",80,"0,1","0,1","17,5","1,3","15,8","4,3",0,,
"   1 vasetto, 125 g"
  Patata Bollita,87,"0,1","0,026","20,13","1,8","0,87","1,87",4,0,
   100 g
  Peperoni,18,"0,21","0,041","4,22","1,4","2,94","0,69",1,0,
   70 g
  Carote,10,"0,06","0,009","2,4","0,7","1,14","0,23",17,0,80
   25 g
  Coscia di Pollo (Arrosto o Cotta),326,"16,97","4,727",0,0,0,"40,47",137,148,371
"   3 cosce, senza ossa e pelle"
  Proteine Whey,114,"1,17","0,239","0,37","0,3",0,"25,97",347,0,
   30 g
 Snacks/Altro,458,"31,3","3,996","33,76","8,17","12,74","14,82","588,08",0,356
  Frutta & Natura Marmellata Frutti di Bosco Light,39,"0,1",0,"9,31","0,5","8,95","0,19","9,6",,
   24 g
  Burro di Arachidi,141,"12,09","2,47","4,69","1,4","2,21","6,02",110,0,156
   24 g
  Mulino Bianco Sfoglia di Grano Cracker Integrali,95,"1,92","0,19","14,5","3,17","0,29","3,36","468,48",,
   24 g
  Noci,26,"2,61","0,245","0,55","0,3","0,1","0,61",0,0,18
   1 noce
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle
  Nocciole,88,"8,5","0,625","2,34","1,4","0,61","2,09",0,0,95
   10 noci

"martedì, maggio 18, 2021",2157,"77,06","23,791","247,08","33,98","63,57","128,22","1913,93",478,1779
 Colazione,620,"19,93","4,962","88,89","14,5","29,09","24,35","90,13",0,497
  Avocado,80,"7,33","1,063","4,26","3,4","0,33",1,4,0,242
   50 g
  Dattero,48,"0,07","0,005","12,76","1,4","10,77","0,42",0,0,112
   17 g
  Fuchs Fiocchi Integrali di Farro,214,"1,1","0,2","39,2","6,5","0,46","11,05","7,8",,
   65 g
  Granarolo Latte Parzialmente Scremato,82,"2,8","1,92","8,75",0,"8,75","5,6","0,09",,
   175 ml
"  Fette Biscottate Integrali (8,8g)",68,1,"0,2",11,"2,2",1,"2,4","0,24",,
"   2 x 1 fetta, 17,6 g"
  Caffè (Espresso),1,"0,05","0,028",0,0,0,"0,04",4,0,34
