#-------------------------------------------
# Food Diary Report - Detailed Report,"mercoledì, febbraio 1, 2023","martedì, febbraio 28, 2023"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2319,"74,03","277,68","135,18"
Colazione,608,"14,41","77,39","41,44"
Pranzo,888,"29,6","111,77","39,87"
Cena,462,"14,54","54,66","29,45"
Snacks/Altro,362,"15,48","33,86","24,42"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)

"mercoledì, febbraio 1, 2023",2403,"59,06","19,066","327,46","32,81","86,31","136,78","3054,67",20,"1238,34"
 Colazione,660,"14,61","2,554","96,45","7,29","13,78","38,09","280,82",0,"694,34"
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Pagnotta di Semola di Grano Duro,131,"0,97","0,1","25,5",,"0,51","4,79","130,56",,
   51 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Avocado,128,"11,73","1,701","6,82","5,4","0,53","1,6",6,0,388
   80 g
 Pranzo,742,"26,16","11,577","73,83","5,8","20,88","53,13",2563,20,279
  Dal Salumiere Bresaola Punta D’Anca,157,"2,8","1,4",0,,0,33,1400,,
   100 g
  Parmigiano (in Pezzi),118,"7,75","4,923","0,97",0,"0,24","10,72",481,20,28
   30 g
  Pane Bianco,266,"3,29","0,717","50,61","2,4","4,31","7,64",681,0,100
   100 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Mela,73,"0,24","0,039","19,47","3,4","14,65","0,37",1,0,151
   141 g
  Olio Extra Vergine di Oliva,53,6,"0,828",0,0,0,0,0,0,
   6 g
 Cena,561,"4,86","1,769","116,79","18,06","22,89","5,83","6,27",0,178
  Pere,87,"0,18","0,009","23,19","4,6","14,7","0,57",2,0,178
   150 g
  Bontà di Stagione Riso e Verdure alla Ortolana ,474,"4,68","1,76","93,6","13,46","8,19","5,26","4,27",,
   585 g
 Snacks/Altro,440,"13,43","3,166","40,39","1,66","28,76","39,73","204,58",0,87
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle
  Conad Semi di Zucca,24,"1,96","0,34","0,33","0,26","0,05","1,2","6,4",,
   4 g
  Sondey Bio Waffles With Honey,126,"4,4","1,7","20,2",,"11,3",1,"0,18",,
"   1 waffle, 29 g"

"giovedì, febbraio 2, 2023",2544,"54,32","21,764","349,98","56,18","89,73","160,06","841,39",0,"2947,34"
 Colazione,964,"23,64","10,583","135,65","8,36","40,85","48,3","238,34",0,"306,34"
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Decathlon Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Crownfield Crunchy Muesli Schoko & Nuss,455,"18,13","7,35","60,27","6,47","16,86","9,31","94,08",,
   98 g
  Granarolo Latte Parzialmente Scremato Più Giorni,108,"3,6","2,48","11,25",0,"11,25","7,29",0,,
   225 ml
 Pranzo,917,"13,57","6,406","174,98","26,5","36,72","11,76","6,57",0,434
  Bontà di Stagione Riso e Verdure alla Ortolana ,729,"7,2","2,7",144,"20,7","12,6","8,1","6,57",,
   900 g
  Arance,113,"0,29","0,036","28,2","5,8","22,44","2,26",0,0,434
   240 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
 Cena,395,"3,68","1,089","23,07","8,4","10,72","73,45","588,22",0,2120
  Heinz Ketchup,41,"0,04","0,04","9,28",0,"9,12","0,48",288,,
   40 g
  Spinaci,87,"1,48","0,239","13,79","8,4","1,6","10,87",300,0,2120
   380 g
  Lidl Tagliata di Petto di Pollo con Sale Rosso Delle Hawaii,267,"2,16","0,81",0,,0,"62,1","0,22",,
   270 g
 Snacks/Altro,268,"13,43","3,686","16,28","12,92","1,44","26,55","8,26",0,87
  Lidl Barretta Proteica Cookies,169,"4,9","2,8","13,5","11,2","0,8","22,5","0,26",,
"   1 barretta, 45 g"
  Conad Semi di Zucca,30,"2,45","0,42","0,41","0,32","0,06","1,5",8,,
   5 g
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle

"venerdì, febbraio 3, 2023",3064,"101,14","35,799","365,97","24,19","98,06","176,92","3868,04",423,"2157,34"
 Colazione,760,"16,84","6,422","95,95","1,89","15,65","54,3","435,6",423,"440,34"
  Formaggio Spalmabile con Skyr,60,"3,87","2,45","1,55",0,"1,55","4,47","0,3",,
   43 g
  Pagnotta di Semola di Grano Duro,152,"1,12","0,12","29,5",,"0,59","5,55","151,04",,
   59 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,1238,"26,56","8,151","182,15","11,9","35,87","64,43",1428,0,389
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Gastronomia di Mare Bastoncini di Surimi,100,"3,73","0,36","8,83",,"2,46","7,28","618,8",,
   91 g
  Milbona Skyrella,151,"3,3","2,16","1,9",0,"1,9","28,58",254,,
   127 g
  Freshona Sweetcorn,108,"2,19","0,27","17,81",0,"9,73","3,29","219,2",,
   137 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Arance,101,"0,26","0,032","25,26","5,2","20,1","2,02",0,0,389
   215 g
  Pasta di Semola,621,"1,81","0,259","125,57","6,7",0,"21,86",336,0,
   175 g
 Cena,632,"37,53","17,429","35,47","4,2","15,85","41,73","1811,44",0,681
  Heinz Ketchup,39,"0,04","0,04","8,82",0,"8,66","0,46","273,6",,
   38 g
  Merivio Ricotta,111,"7,65","5,52","2,12",,"2,12","8,5","0,28",,
   85 g
  Certossa Triangolini con Quinoa,67,"1,47","0,19","12,32",,"0,11","1,07","0,16",,
   16 g
  Lidl Hamburger di Bovino,320,"22,95","10,71","1,99",,"0,76","27,54","1040,4",,
   153 g
  Funghi Cotti,95,"5,42","0,969","10,22","4,2","4,2","4,16",497,0,681
   198 g
 Snacks/Altro,434,"20,21","3,797","52,4","6,2","30,69","16,46",193,0,647
  Banana,116,"0,43","0,146","29,69","3,4","15,9","1,42",1,0,465
   130 g
  Enervit Protein Bar 26% Coco-Choco,161,"5,2","2,56",18,,"13,6","10,4",192,,
   40 g
  Nocciole,88,"8,5","0,625","2,34","1,4","0,61","2,09",0,0,95
   10 noci
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle

"domenica, febbraio 5, 2023",,,,,,,,,,
 Colazione,,,,,,,,,,
 Pranzo,,,,,,,,,,
 Cena,,,,,,,,,,
 Snacks/Altro,,,,,,,,,,

"lunedì, febbraio 6, 2023",2907,"84,67","22,698","377,7","41,4","107,62","165,01","2768,36",634,"2672,34"
 Colazione,1010,"26,85","8,761","129,74","6,15","37,73","62,15","734,78",634,"725,34"
  Dattero,117,"0,16","0,013","31,14","3,3","26,29","1,02",1,0,272
   5 datteri
  Uovo,220,"14,91","4,648","1,16",0,"1,16","18,87",210,634,201
   3 grandi
  Decathlon Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Certossa Piadina Romagnola Igp alla Riminese,232,"5,85","0,79","37,92","1,66","1,18","6,08","379,2",,
   79 g
  Milbona Formaggio Spalmabile con Skyr,63,"4,05","2,56","1,62",0,"1,62","4,68","0,32",,
   45 g
 Pranzo,1260,"29,48","8,945","176,1","20,35","38,97","68,67","1072,6",0,543
  Gastronomia di Mare Bastoncini di Surimi,100,"3,73","0,36","8,83",,"2,46","7,28","618,8",,
   91 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Carrefour Olive Nere Denocciolate,32,"3,12","0,53",0,"1,06",0,"0,31",192,,
   24 g
  Rummo BIO Integrale Penne Rigate,679,"3,7","0,78","127,34","12,09","4,88","28,28","7,8",,
   195 g
  Milbona Skyrella,151,"3,3","2,16","1,9",0,"1,9","28,58",254,,
   127 g
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Arance,141,"0,36","0,045","35,25","7,2","28,05","2,82",0,0,543
   300 g
 Cena,354,"9,36","2,201","46,95","12,1","18,43","28,55","960,8",0,1222
  Banana,107,"0,4","0,134","27,41","3,1","14,68","1,31",1,0,430
   120 g
  Broccoli Cotti (da Freschi),151,"7,53","1,417","19,54",9,"3,75","6,44",809,0,792
   280 g
  Findus Filetti di Merluzzo,96,"1,43","0,65",0,0,0,"20,8","150,8",,
   130 g
 Snacks/Altro,283,"18,98","2,791","24,91","2,8","12,49","5,64","0,18",0,182
  Nocciole,88,"8,5","0,625","2,34","1,4","0,61","2,09",0,0,95
   10 noci
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle
  Sondey Bio Waffles With Honey,126,"4,4","1,7","20,2",,"11,3",1,"0,18",,
"   1 waffle, 29 g"

"martedì, febbraio 7, 2023",2824,"100,37","29,417","350,45","24,48","68,54","127,89","3534,69",423,"1049,34"
 Colazione,748,"16,28","6,082","95,23","1,89","15,42","53,58",433,423,"440,34"
  Formaggio Spalmabile con Skyr,51,"3,33","2,11","1,33",0,"1,33","3,85","0,26",,
   37 g
  Pagnotta di Semola di Grano Duro,149,"1,1","0,12",29,,"0,58","5,45","148,48",,
   58 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,985,"32,25","10,194","140,67","5,8","28,83","29,01","1211,4",0,193
  Mela,94,"0,31","0,05","24,86","4,3","18,7","0,47",2,0,193
   180 g
  Zappalà Scamorza Affumicata,129,"9,9","6,75","0,22",,"0,22","9,68",495,,
   45 g
  Campo Largo Ceci al Naturale,98,"0,57","0,1","13,78",0,"0,48","6,36","345,8",,
   95 g
  Freshona Sweetcorn,103,"2,1","0,26","17,03",0,"9,3","3,14","209,6",,
   131 g
  Sasso Olio d'oliva,165,"18,38","2,8",0,,,0,,,
"   2 x 1 cucchiaio, 20 g"
  Riso Basmati,396,"0,99","0,234","84,78","1,5","0,13","9,36",159,0,
   110 g
 Cena,587,"30,08","11,26","52,44",6,"18,02","28,99","1475,37",0,234
  Certossa Triangolini con Quinoa,88,"1,93","0,25","16,17",,"0,15","1,41","0,21",,
   21 g
  Peperonata,37,"1,93","0,283","4,98","1,2","2,03","0,88",209,0,
   70 g
  Melanzana Cotta,130,"7,7","1,447","16,62","4,8","6,04","1,58",976,0,234
   200 g
  Heinz Ketchup,41,"0,04","0,04","9,28",0,"9,12","0,48",288,,
   40 g
  Lidl Hamburger ,291,"18,48","9,24","5,39",0,"0,68","24,64","2,16",,
   154 g
 Snacks/Altro,504,"21,76","1,881","62,11","10,79","6,27","16,31","414,92",0,182
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Hero Marmellata Light Frutti di Bosco,20,"0,11",0,"6,04","0,48","1,48","0,16",0,,
   53 g
  Certossa Pan Bauletto Integrale,192,"3,55","0,44","29,6","5,33","2,96","7,99","414,4",,
   74 g
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle
  Nocciole,88,"8,5","0,625","2,34","1,4","0,61","2,09",0,0,95
   10 noci

"mercoledì, febbraio 8, 2023",2411,"89,81","27,832","251,81","40,29","41,58","157,18","4827,43",423,"1724,34"
 Colazione,760,"15,8","5,692","98,98","1,89","15,25","53,6","453,43",423,"440,34"
  Formaggio Spalmabile con Skyr,42,"2,7","1,71","1,08",0,"1,08","3,12","0,21",,
   30 g
  Pagnotta di Semola di Grano Duro,170,"1,25","0,13",33,,"0,66","6,2","168,96",,
   66 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,874,"43,36","16,901","70,1","5,3","18,56","50,99",2730,0,229
  Italiamo Pecorino Romano DOP,148,"12,6","8,28",0,0,0,"8,64",648,,
   36 g
  Dal Salumiere Bresaola Punta D’Anca,157,"2,8","1,4",0,,0,33,1400,,
   100 g
  Pane Bianco,266,"3,29","0,717","50,61","2,4","4,31","7,64",681,0,100
   100 g
  Mela,63,"0,21","0,034","16,71","2,9","12,57","0,31",1,0,129
   121 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Sasso Olio d'oliva,165,"18,38","2,8",0,,,0,,,
"   2 x 1 cucchiaio, 20 g"
 Cena,454,"11,21","1,448","65,02","30,3","5,82","25,45",1527,0,873
  Zuppa di Lenticchie,454,"11,21","1,448","65,02","30,3","5,82","25,45",1527,0,873
   606 g
 Snacks/Altro,323,"19,44","3,791","17,71","2,8","1,95","27,14",117,0,182
  Lidl Barretta Proteica Arachidi,166,"4,86","2,7",13,,"0,76","22,5",117,,
   45 g
  Nocciole,88,"8,5","0,625","2,34","1,4","0,61","2,09",0,0,95
   10 noci
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle

"giovedì, febbraio 9, 2023",2604,"49,94","20,16","395,39","48,15","101,87","147,32","3203,35",0,"1986,34"
 Colazione,751,"8,48","4,659","124,67","8,85","46,96","44,22","484,66",0,"623,34"
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Arance,82,"0,21","0,026","20,56","4,2","16,36","1,64",0,0,317
   175 g
  Crownfield Special Flakes Chocolate,162,"2,84","1,68","29,2","2,76","7,08","3,4","54,4",,
   40 g
  Decathlon Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Latteria Latte Fresco Parzialmente Scremato,106,"3,52","2,2","10,78",,"10,78","7,48",286,,
   220 g
 Pranzo,787,"15,78","9,129","127,8","5,8","10,72","30,59","248,84",0,24
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Antichi Maestri Formaggio Grattugiato Italiano,84,"6,2","4,6",0,,0,"7,2",240,,
"   2 x 	1 porzione, 20 g"
  Mirtilli,18,"0,1","0,009","4,49","0,7","3,09","0,23",0,0,24
   31 g
  Barilla Spaghetti ,610,"3,4","0,85","120,53","5,1","5,95","21,76","8,84",,
   170 g
 Cena,759,"24,69","5,93","101,93","30,9","13,81","36,77","2270,85",0,981
  Milbona Fiocchi di Latte,93,"4,28","2,85","2,66",0,"2,66","10,92","0,5",,
   95 g
  Zuppa di Lenticchie,392,"9,68","1,25","56,12","26,2","5,02","21,97",1318,0,753
   523 g
  Melanzana Cotta,127,"7,51","1,41","16,2","4,7","5,89","1,54",952,0,228
   195 g
  Certossa Triangolini con Quinoa,147,"3,22","0,42","26,95",,"0,24","2,34","0,35",,
   35 g
 Snacks/Altro,307,"0,99","0,442","40,99","2,6","30,38","35,74",199,0,358
  Banana,89,"0,33","0,112","22,84","2,6","12,23","1,09",1,0,358
   100 g
  Milbona High Protein Drink (Vaniglia),218,"0,66","0,33","18,15",,"18,15","34,65",198,,
   330 ml

"venerdì, febbraio 10, 2023",3052,"92,02","28,75","332,68","41,98","96,29","218,11","3044,41",423,"2195,34"
 Colazione,706,"15,25","5,648","88,7","2,39",17,"51,71","391,99",423,"455,34"
  Mirtilli,11,"0,07","0,006","2,9","0,5","1,99","0,15",0,0,15
   20 g
  Formaggio Spalmabile con Skyr,42,"2,7","1,71","1,08",0,"1,08","3,12","0,21",,
   30 g
  Pagnotta di Semola di Grano Duro,105,"0,63","0,08","19,82",,"0,42","4,16","107,52",,
   42 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,1364,"45,29","13,143","170,09","24,15","39,23","54,44","2357,9",0,398
  Arance,103,"0,26","0,033","25,85","5,3","20,57","2,07",0,0,398
   220 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Sasso Olio d'oliva,165,"18,38","2,8",0,,,0,,,
"   2 x 1 cucchiaio, 20 g"
  Freshona Sweetcorn,104,"2,11","0,26","17,16",0,"9,37","3,17","211,2",,
   132 g
  Campo Largo Ceci al Naturale,139,"0,81","0,14","19,58",0,"0,68","9,04","491,4",,
   135 g
  Zappalà Scamorza Affumicata,92,"7,04","4,8","0,16",,"0,16","6,88",352,,
   32 g
  Gastronomia di Mare Bastoncini di Surimi,199,"7,42","0,72","17,56",,"4,89","14,48","1230,8",,
   181 g
  Conad Orzo Perlato,487,"3,19","0,72",87,"18,85","1,88","17,4","72,5",,
   145 g
 Cena,518,"7,26","3,82","32,4","9,8","14,87","86,35","273,52",0,1004
  Heinz Ketchup,30,"0,03","0,03","6,73",0,"6,61","0,35","208,8",,
   29 g
  Cavolini di Bruxelles,111,"0,77","0,16","23,09","9,8","5,68","8,72",64,0,1004
   258 g
  Milbona Fiocchi di Latte,90,"4,14","2,76","2,58",0,"2,58","10,58","0,49",,
   92 g
  Lidl Tagliata di Petto di Pollo con Sale Rosso Delle Hawaii,287,"2,32","0,87",0,,0,"66,7","0,23",,
   290 g
 Snacks/Altro,464,"24,22","6,139","41,49","5,64","25,19","25,61",21,0,338
  Dattero,70,"0,1","0,008","18,68",2,"15,77","0,61",0,0,163
   3 datteri
  Conad Semi di Zucca,79,"6,37","1,1","1,07","0,84","0,17","3,9","20,8",,
   13 g
  Mandorle,139,"12,15","0,931","4,74","2,8","1,15","5,1",0,0,175
   20 mandorle
  Equilibra Protein 35%,176,"5,6","4,1",17,,"8,1",16,"0,2",,
"   1 barretta, 45 g"

"lunedì, febbraio 13, 2023",3039,"106,61","31,01","305,35","38,87","63,9","203,81","3937,55",648,"2074,34"
 Colazione,706,"15,25","5,649","88,95","2,49","17,49","51,64","389,43",423,"459,34"
  Formaggio Spalmabile con Skyr,42,"2,7","1,71","1,08",0,"1,08","3,12","0,21",,
   30 g
  Pagnotta di Semola di Grano Duro,102,"0,62","0,08","19,35",,"0,41","4,06","104,96",,
   41 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Mirtilli,14,"0,08","0,007","3,62","0,6","2,49","0,18",0,0,19
   25 g
 Pranzo,1128,"36,23","14,868","127,17","16,06","32,25","68,26","2210,48",0,537
  Peperlizia Insalata per Riso,84,"5,17","0,76","5,62","2,74","4,26","1,98","2,28",,
   152 g
  Zappalà Scamorza Affumicata,169,"12,98","8,85","0,3",,"0,3","12,68",649,,
   59 g
  Gastronomia di Mare Bastoncini di Surimi,252,"9,39","0,92","22,21",,"6,18","18,32","1557,2",,
   229 g
  Banana,134,"0,5","0,168","34,26","3,9","18,34","1,64",2,0,537
   150 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Biorì Pasta di Lenticchie,414,"2,11","0,5",62,"9,42","1,49","32,24",0,,
   124 g
 Cena,759,"31,64","8,298","44,32","11,34",8,"69,89","856,04",225,990
  Bio Organic Gallette di Riso Salate,53,"0,31","0,07","11,2","0,14","0,04","1,18","0,04",,
   14 g
  Coscia di Pollo (Arrosto o Cotta),495,"25,79","7,181",0,0,0,"61,48",209,225,564
   237 g
  Verdura Cotta,211,"5,54","1,047","33,12","11,2","7,96","7,23",647,0,426
   260 g
 Snacks/Altro,446,"23,49","2,195","44,91","8,98","6,16","14,02","481,6",0,88
  Hero Marmellata Light Frutti di Bosco,23,"0,12",0,"6,95","0,55","1,71","0,18",0,,
   61 g
  Certossa Pan Bauletto Integrale,224,"4,13","0,52","34,4","6,19","3,44","9,29","481,6",,
   86 g
  Noci,131,"13,04","1,225","2,74","1,3","0,52","3,05",0,0,88
   20 g
  Alesto Nocciole 100% Italiane,68,"6,2","0,45","0,82","0,94","0,49","1,5",0,,
   10 g

"martedì, febbraio 14, 2023",2706,"68,75","18,747","318,73","52,5","90,11","199,31","3106,92",423,"1712,34"
 Colazione,714,"15,87","6,048","88,77","2,39","17,44","52,35","389,48",423,"457,34"
  Mirtilli,13,"0,07","0,006","3,19","0,5","2,19","0,16",0,0,17
   22 g
  Formaggio Spalmabile con Skyr,51,"3,33","2,11","1,33",0,"1,33","3,85","0,26",,
   37 g
  Pagnotta di Semola di Grano Duro,102,"0,62","0,08","19,35",,"0,41","4,06","104,96",,
   41 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
 Pranzo,913,"26,03","6,105","114,65","20,36","24,98","44,06","1829,05",0,96
  Peperlizia Insalata per Riso,38,"2,38","0,35","2,59","1,26","1,96","0,91","1,05",,
   70 g
  Freshona Sweetcorn,115,"2,32","0,29","18,85",0,"10,3","3,48",232,,
   145 g
  Carrefour Tonno a Pinne Gialle All’Olio D’Oliva (Sgocciolato),201,"12,24","1,12",0,,,"22,44",1530,,
   102 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
  Mela,47,"0,15","0,025","12,43","2,2","9,35","0,23",1,0,96
   90 g
  Conad Orzo Perlato,437,"2,86","0,65",78,"16,9","1,69","15,6",65,,
   130 g
 Cena,550,"8,48","1,818","81,43","16,01","28,99","41,37","586,39",0,1072
  Banana,111,"0,41","0,14","28,55","3,2","15,29","1,36",1,0,448
   125 g
  Piselli Cotti,240,"5,83","1,088","36,08","12,6","13,64","12,33",585,0,624
   238 g
  Findus Filetto di Merluzzo,120,"1,78","0,49",0,0,0,"25,92","0,32",,
   162 g
  Bio Organic Gallette di Riso Salate,79,"0,46","0,1","16,8","0,21","0,06","1,76","0,07",,
   21 g
 Snacks/Altro,529,"18,37","4,776","33,88","13,74","18,7","61,53",302,0,87
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml
  Lidl Barretta Proteica Cocco,171,"5,1","3,2","13,2","11,4","0,8","22,5",104,,
"   1 barretta, 45 g"
  Alesto Nocciole 100% Italiane,68,"6,2","0,45","0,82","0,94","0,49","1,5",0,,
   10 g
  Mandorle,69,"6,08","0,466","2,37","1,4","0,58","2,55",0,0,87
   10 mandorle

"mercoledì, febbraio 15, 2023",2796,"78,27","26,409","352,2","43,26","93,74","173,9","6220,54",429,"2315,34"
 Colazione,747,"16,14","6,13","94,87","2,59","18,19","53,59","417,65",423,"462,34"
  Formaggio Spalmabile con Skyr,53,"3,42","2,17","1,37",0,"1,37","3,95","0,27",,
   38 g
  Pagnotta di Semola di Grano Duro,130,"0,78","0,1","24,54",,"0,52","5,15","133,12",,
   52 g
  Whey Protein Chocolate Flavour,113,"0,69","0,33","5,4","0,63",3,21,144,,
   30 g
  Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Uovo,147,"9,94","3,099","0,77",0,"0,77","12,58",140,423,134
   2 grandi
  Dattero,23,"0,03","0,003","6,23","0,7","5,26","0,2",0,0,54
   1 dattero
  Mirtilli,16,"0,09","0,008","4,06","0,7","2,79","0,21",0,0,22
   28 g
 Pranzo,867,"34,54","15,276","85,7","5,9","19,15","53,01",2919,0,254
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Italiamo Pecorino Romano DOP,140,"11,9","7,82",0,0,0,"8,16",612,,
   34 g
  Dal Salumiere Bresaola Punta D’Anca,157,"2,8","1,4",0,,0,33,1400,,
   100 g
  Pane Bianco,354,"4,38","0,954","67,31","3,2","5,73","10,16",906,0,133
   133 g
  Mela,59,"0,19","0,032","15,61","2,7","11,74","0,29",1,0,121
   113 g
  Lidl Cioccolato Fondente 85%,75,"6,08","3,67","2,78",,"1,68","1,4",0,,
   13 g
 Cena,570,"10,98","3,312","102,37","25,37","22,2","20,15","2277,09",6,1403
  Banana,129,"0,48","0,162","33,12","3,8","17,73","1,58",1,0,519
   145 g
  Bio Organic Gallette di Riso Salate,102,"0,59","0,14","21,6","0,27","0,08","2,27","0,09",,
   27 g
  Zuppa di Fagioli,339,"9,91","3,01","47,65","21,3","4,39","16,3",2276,6,884
   627 g
 Snacks/Altro,612,"16,61","1,691","69,26","9,4","34,2","47,15","606,8",0,196
  Dattero,47,"0,06","0,005","12,45","1,3","10,52","0,41",0,0,109
   2 datteri
  Milbona High Protein Drink (Vaniglia),218,"0,66","0,33","18,15",,"18,15","34,65",198,,
   330 ml
  Certossa Pan Bauletto Integrale,190,"3,5","0,44","29,2","5,26","2,92","7,88","408,8",,
   73 g
  Alesto Nocciole 100% Italiane,68,"6,2","0,45","0,82","0,94","0,49","1,5",0,,
